"Field name","Total duration (seconds)","First appeared (seconds into survey)"
"consented_grp[1]/hhm_rpt[2]/hhmemb_info[1]/fmemb_name_grp[1]/fmemb_sn","24","736"
"consented_grp[1]/hhm_rpt[2]/hhmemb_info[1]/fmemb_name_grp[1]/fmemb_popn","24","736"
"consented_grp[1]/hhm_rpt[2]/hhmemb_info[1]/hl3","2","753"
"consented_grp[1]/hhm_rpt[2]/hhmemb_info[1]/hl4","3","755"
"consented_grp[1]/hhm_rpt[2]/hhmemb_info[1]/hl5_age_sel","3","758"
"consented_grp[1]/hhm_rpt[2]/hhmemb_info[1]/hl6_age_est","2","761"
"consented_grp[1]/hhm_rpt[2]/hhmemb_info[1]/hl7","2","762"
"consented_grp[1]/hhm_rpt[2]/ed4","3","765"
"consented_grp[1]/hhm_rpt[2]/hhm_add_grp[1]/hhm_add_note","2","768"
"consented_grp[1]/hhm_rpt[2]/hhm_add_grp[1]/hhm_add_yn","2","768"
"consented_grp[1]/hhm_rpt[3]/hhmemb_info[1]/fmemb_name_grp[1]/fmemb_fn","21","769"
"consented_grp[1]/hhm_rpt[3]/hhmemb_info[1]/fmemb_name_grp[1]/fmemb_sn","21","769"
"consented_grp[1]/hhm_rpt[3]/hhmemb_info[1]/fmemb_name_grp[1]/fmemb_popn","21","769"
"consented_grp[1]/hhm_rpt[3]/hhmemb_info[1]/hl3","2","790"
"consented_grp[1]/hhm_rpt[3]/hhmemb_info[1]/hl4","3","793"
"consented_grp[1]/hhm_rpt[3]/hhmemb_info[1]/hl5_age_sel","2","796"
"consented_grp[1]/hhm_rpt[3]/hhmemb_info[1]/hl5_dob_dmy","41","798"
"consented_grp[1]/hhm_rpt[3]/hhmemb_info[1]/hl7","2","839"
"consented_grp[1]/hhm_rpt[3]/ed4","8","841"
"consented_grp[1]/hhm_rpt[3]/ed9","7","843"
"consented_grp[1]/hhm_rpt[3]/ed15","19","845"
"consented_grp[1]/hhm_rpt[3]/ed5_grp[1]/ed5a","38","857"
"consented_grp[1]/hhm_rpt[3]/ed5_grp[1]/ed5a_a","2","898"
"consented_grp[1]/hhm_rpt[3]/ed5_grp[1]/ed5b","3","900"
"consented_grp[1]/hhm_rpt[3]/ed5_grp[1]/ed6","2","903"
"consented_grp[1]/hhm_rpt[3]/ed9_grp[1]/ed10","4","910"
"consented_grp[1]/hhm_rpt[3]/ed9_grp[1]/ed11a","2","914"
"consented_grp[1]/hhm_rpt[3]/ed9_grp[1]/ed12","1","916"
"consented_grp[1]/hhm_rpt[3]/ed9_grp[1]/ed14","13","917"
"consented_grp[1]/hhm_rpt[3]/hhm_add_grp[1]/hhm_add_note","2","941"
"consented_grp[1]/hhm_rpt[3]/hhm_add_grp[1]/hhm_add_yn","2","941"
"consented_grp[1]/hhm_rpt[4]/hhmemb_info[1]/fmemb_name_grp[1]/fmemb_fn","16","943"
"consented_grp[1]/hhm_rpt[4]/hhmemb_info[1]/fmemb_name_grp[1]/fmemb_sn","16","943"
"consented_grp[1]/hhm_rpt[4]/hhmemb_info[1]/fmemb_name_grp[1]/fmemb_popn","16","943"
"consented_grp[1]/hhm_rpt[4]/hhmemb_info[1]/hl3","2","960"
"consented_grp[1]/hhm_rpt[4]/hhmemb_info[1]/hl4","2","962"
"consented_grp[1]/hhm_rpt[4]/hhmemb_info[1]/hl5_age_sel","3","964"
"consented_grp[1]/hhm_rpt[4]/hhmemb_info[1]/hl5_dob_dmy","20","967"
"consented_grp[1]/hhm_rpt[4]/hhmemb_info[1]/hl7","3","987"
"consented_grp[1]/hhm_rpt[4]/hhm_add_grp[1]/hhm_add_note","3","991"
"consented_grp[1]/hhm_rpt[4]/hhm_add_grp[1]/hhm_add_yn","3","991"
"consented_grp[1]/hhm_ch_intro","5","993"
"consented_grp[1]/hhm_ch_rpt[1]/h12_grp[1]/hl12","2","998"
"consented_grp[1]/hhm_ch_rpt[1]/h12_grp[1]/hl13a","6","1000"
"consented_grp[1]/hhm_ch_rpt[1]/h12_grp[1]/hl13b","31","1006"
"consented_grp[1]/hhm_ch_rpt[1]/h16_grp[1]/hl16","9","1037"
"consented_grp[1]/hhm_ch_rpt[1]/h16_grp[1]/hl17a","3","1047"
"consented_grp[1]/hhm_ch_rpt[1]/h16_grp[1]/hl17b","4","1049"
"consented_grp[1]/hhm_ch_rpt[2]/h12_grp[1]/hl12","2","1053"
"consented_grp[1]/hhm_ch_rpt[2]/h12_grp[1]/hl13a","1","1055"
"consented_grp[1]/hhm_ch_rpt[2]/h12_grp[1]/hl13b","1","1056"
"consented_grp[1]/hhm_ch_rpt[2]/h16_grp[1]/hl16","2","1058"
"consented_grp[1]/hhm_ch_rpt[2]/h16_grp[1]/hl17a","2","1059"
"consented_grp[1]/hhm_ch_rpt[2]/h16_grp[1]/hl17b","2","1061"
"consented_grp[1]/u5_rpt[1]/u5_note","45","1063"
"consented_grp[1]/u5_rpt[2]/u5_note","19","1108"
"consented_grp[1]/hc_grp[1]/hc1a","9","1128"
"consented_grp[1]/hc_grp[1]/hc1b","281","1135"
"consented_grp[1]/hc_grp[1]/hc2","4","1148"
"consented_grp[1]/hc_grp[1]/hc3","5","1152"
"consented_grp[1]/hc_grp[1]/hc4","3","1157"
"consented_grp[1]/hc_grp[1]/hc5","10","1160"
"consented_grp[1]/hc_grp[1]/hc6","7","1171"
"consented_grp[1]/hc_grp[1]/hc7_grp[1]/hcf_note","19","1178"
"consented_grp[1]/hc_grp[1]/hc7_grp[1]/hc7_label","19","1178"
"consented_grp[1]/hc_grp[1]/hc7_grp[1]/hc7a","19","1178"
"consented_grp[1]/hc_grp[1]/hc7_grp[1]/hc7b","19","1178"
"consented_grp[1]/hc_grp[1]/hc7_grp[1]/hc7c","19","1178"
"consented_grp[1]/hc_grp[1]/hc7_grp[1]/hc7d","19","1178"
"consented_grp[1]/hc_grp[1]/hc7_grp[1]/hc7e","19","1178"
"consented_grp[1]/hc_grp[1]/hc7_grp[1]/hc7f","19","1178"
"consented_grp[1]/hc_grp[1]/hc7_grp[1]/hc7g","19","1178"
"consented_grp[1]/hc_grp[1]/hc8","2","1197"
"consented_grp[1]/hc_grp[1]/hc10_grp[1]/hc10_note","19","1199"
"consented_grp[1]/hc_grp[1]/hc10_grp[1]/hc10_labels","19","1199"
"consented_grp[1]/hc_grp[1]/hc10_grp[1]/hc10a","19","1199"
"consented_grp[1]/hc_grp[1]/hc10_grp[1]/hc10b","19","1199"
"consented_grp[1]/hc_grp[1]/hc10_grp[1]/hc10c","19","1199"
"consented_grp[1]/hc_grp[1]/hc10_grp[1]/hc10d","19","1199"
"consented_grp[1]/hc_grp[1]/hc10_grp[1]/hc10e","19","1199"
"consented_grp[1]/hc_grp[1]/hc10_grp[1]/hc10f","19","1199"
"consented_grp[1]/hc_grp[1]/hc10_grp[1]/hc10g","19","1199"
"consented_grp[1]/hc_grp[1]/hc11","2","1218"
"consented_grp[1]/hc_grp[1]/hc12","7","1220"
"consented_grp[1]/hc_grp[1]/hc13","8","1227"
"consented_grp[1]/hc_grp[1]/hc14","9","1235"
"consented_grp[1]/hc_grp[1]/hc15","9","1244"
"consented_grp[1]/hc_grp[1]/hc16_grp[1]/hc16a","15","1253"
"consented_grp[1]/hc_grp[1]/hc16_grp[1]/hc16b","15","1253"
"consented_grp[1]/hc_grp[1]/hc17","20","1268"
"consented_grp[1]/hc_grp[1]/hc18","8","1288"
"consented_grp[1]/hc_grp[1]/hc18_grp[1]/note","4","1296"
"consented_grp[1]/hc_grp[1]/hc18_grp[1]/hc18f","4","1296"
"consented_grp[1]/hc_grp[1]/hc19","25","1300"
"consented_grp[1]/st_intonote","3","1325"
"consented_grp[1]/st_rpt[1]/st1a","13","1328"
"consented_grp[1]/st_rpt[1]/st1b","4","1341"
"consented_grp[1]/st_rpt[2]/st1a","6","1345"
"consented_grp[1]/st_rpt[3]/st1a","1","1351"
"consented_grp[1]/st_rpt[4]/st1a","4","1353"
"consented_grp[1]/st_rpt[5]/st1a","1","1357"
"consented_grp[1]/st_rpt[5]/st1_add_yn","2","1358"
"consented_grp[1]/eu1","8","1360"
"consented_grp[1]/eu2","2","1368"
"consented_grp[1]/eu4_grp[1]/eu4","3","1370"
"consented_grp[1]/eu5_grp[1]/eu5","4","1372"
"consented_grp[1]/eu6","20","1376"
"consented_grp[1]/eu9","19","1396"
"consented_grp[1]/tn1","22","1415"
"consented_grp[1]/tn2","4","1437"
"consented_grp[1]/tn_rpt[1]/generated_note_name_438","1","1442"
"consented_grp[1]/tn_rpt[1]/tn3","4","1443"
"consented_grp[1]/tn_rpt[1]/tn4","32","1445"
"consented_grp[1]/tn_rpt[1]/tn5","14","1474"
"consented_grp[1]/tn_rpt[1]/tn10","3","1494"
"consented_grp[1]/tn_rpt[1]/tn12","2","1497"
"consented_grp[1]/tn_rpt[1]/tn13","2","1499"
"consented_grp[1]/tn_rpt[1]/tn15","12","1501"
"consented_grp[1]/tn_rpt[2]/generated_note_name_438","1","1513"
"consented_grp[1]/tn_rpt[2]/tn3","2","1514"
"consented_grp[1]/tn_rpt[2]/tn4","8","1516"
"consented_grp[1]/tn_rpt[2]/tn5","2","1524"
"consented_grp[1]/tn_rpt[2]/tn10","3","1526"
"consented_grp[1]/tn_rpt[2]/tn12","2","1529"
"consented_grp[1]/tn_rpt[2]/tn13","3","1531"
"consented_grp[1]/irs1","12","1534"
"consented_grp[1]/ws1","17","1545"
"consented_grp[1]/ws3","39","1562"
"consented_grp[1]/ws4","4","1601"
"consented_grp[1]/ws5","7","1605"
"consented_grp[1]/ws6","13","1612"
"consented_grp[1]/ws7","4","1625"
"consented_grp[1]/ws9","18","1628"
"consented_grp[1]/ws11","8","1646"
"consented_grp[1]/ws14","2","1654"
"consented_grp[1]/ws15","30","1656"
"consented_grp[1]/hw1_grp[1]/hw1_note","23","1686"
"consented_grp[1]/hw1_grp[1]/hw1","23","1686"
"consented_grp[1]/hw5","5","1701"
"consented_grp[1]/death_note","29","1703"
"consented_grp[1]/dc0a","26","1731"
"consented_grp[1]/main_respondent","8","1754"
"consented_grp[1]/survey_language","4","1762"
"consented_grp[1]/survey_accomp","5","1765"
"gps_backup","26","1767"
"comments","18","1770"
