"Field name","Total duration (seconds)","First appeared (seconds into survey)"
"consented_grp[1]/im6_rpt[1]/im6a","15","389"
"consented_grp[1]/im6_rpt[2]/im6","1","404"
"consented_grp[1]/im6_rpt[2]/im6a","7","405"
"consented_grp[1]/im6_rpt[3]/im6","1","412"
"consented_grp[1]/im6_rpt[3]/im6a","8","413"
"consented_grp[1]/im6_rpt[4]/im6","1","421"
"consented_grp[1]/im6_rpt[4]/im6a","7","422"
"consented_grp[1]/im6_rpt[5]/im6","1","429"
"consented_grp[1]/im6_rpt[5]/im6a","7","430"
"consented_grp[1]/im6_rpt[6]/im6","2","437"
"consented_grp[1]/im6_rpt[6]/im6a","9","438"
"consented_grp[1]/im6_rpt[7]/im6","1","447"
"consented_grp[1]/im6_rpt[7]/im6a","8","448"
"consented_grp[1]/im6_rpt[8]/im6","2","456"
"consented_grp[1]/im6_rpt[8]/im6a","10","458"
"consented_grp[1]/im6_rpt[9]/im6","1","468"
"consented_grp[1]/im6_rpt[9]/im6a","8","469"
"consented_grp[1]/im6_rpt[10]/im6","1","477"
"consented_grp[1]/im6_rpt[10]/im6a","8","478"
"consented_grp[1]/im6_rpt[11]/im6","1","486"
"consented_grp[1]/im6_rpt[11]/im6a","14","487"
"consented_grp[1]/im6_rpt[12]/im6","1","501"
"consented_grp[1]/im6_rpt[12]/im6a","9","502"
"consented_grp[1]/im6_rpt[13]/im6","1","512"
"consented_grp[1]/im6_rpt[13]/im6a","9","513"
"consented_grp[1]/im6_rpt[14]/im6","4","520"
"consented_grp[1]/im6_rpt[14]/im6a","10","526"
"consented_grp[1]/im6_rpt[15]/im6","1","536"
"consented_grp[1]/im6_rpt[15]/im6a","10","537"
"consented_grp[1]/im8_im27_grp[1]/im8_grp[1]/im8_note","6","547"
"consented_grp[1]/im8_im27_grp[1]/im8_grp[1]/im8_label","6","547"
"consented_grp[1]/im8_im27_grp[1]/im8_grp[1]/im8a","6","547"
"consented_grp[1]/im8_im27_grp[1]/im8_grp[1]/im8b","6","547"
"consented_grp[1]/im8_im27_grp[1]/im8_grp[1]/im8c","6","547"
"consented_grp[1]/im8_im27_grp[1]/im8_grp[1]/im8d","6","547"
"consented_grp[1]/im8_im27_grp[1]/im9","2","553"
"consented_grp[1]/ca1","2","556"
"consented_grp[1]/ca14","1","558"
"consented_grp[1]/ca16","1","559"
"consented_grp[1]/ca17","3","560"
"consented_grp[1]/gps_backup","20","562"
"comments","3","583"
